path,season,competition,gameweek,scope,table,size
data/2024-2025/matches/GW1/matches.csv,2024-2025,All,1.0,gameweek,matches,6215
data/2024-2025/matches/GW2/matches.csv,2024-2025,All,2.0,gameweek,matches,6208
data/2024-2025/matches/GW3/matches.csv,2024-2025,All,3.0,gameweek,matches,6225
data/2024-2025/matches/GW4/matches.csv,2024-2025,All,4.0,gameweek,matches,6219
data/2024-2025/matches/GW5/matches.csv,2024-2025,All,5.0,gameweek,matches,6211
data/2024-2025/matches/GW6/matches.csv,2024-2025,All,6.0,gameweek,matches,6215
data/2024-2025/matches/GW7/matches.csv,2024-2025,All,7.0,gameweek,matches,6220
data/2024-2025/matches/GW8/matches.csv,2024-2025,All,8.0,gameweek,matches,6236
data/2024-2025/matches/GW9/matches.csv,2024-2025,All,9.0,gameweek,matches,6218
data/2024-2025/matches/GW10/matches.csv,2024-2025,All,10.0,gameweek,matches,6242
data/2024-2025/matches/GW11/matches.csv,2024-2025,All,11.0,gameweek,matches,6221
data/2024-2025/matches/GW12/matches.csv,2024-2025,All,12.0,gameweek,matches,6218
data/2024-2025/matches/GW13/matches.csv,2024-2025,All,13.0,gameweek,matches,6216
data/2024-2025/matches/GW14/matches.csv,2024-2025,All,14.0,gameweek,matches,6228
data/2024-2025/matches/GW15/matches.csv,2024-2025,All,15.0,gameweek,matches,6212
data/2024-2025/matches/GW16/matches.csv,2024-2025,All,16.0,gameweek,matches,6227
data/2024-2025/matches/GW17/matches.csv,2024-2025,All,17.0,gameweek,matches,6219
data/2024-2025/matches/GW18/matches.csv,2024-2025,All,18.0,gameweek,matches,6220
data/2024-2025/matches/GW19/matches.csv,2024-2025,All,19.0,gameweek,matches,6211
data/2024-2025/matches/GW20/matches.csv,2024-2025,All,20.0,gameweek,matches,6225
data/2024-2025/matches/GW21/matches.csv,2024-2025,All,21.0,gameweek,matches,6218
data/2024-2025/matches/GW22/matches.csv,2024-2025,All,22.0,gameweek,matches,6231
data/2024-2025/matches/GW23/matches.csv,2024-2025,All,23.0,gameweek,matches,6209
data/2024-2025/matches/GW24/matches.csv,2024-2025,All,24.0,gameweek,matches,6221
data/2024-2025/matches/GW25/matches.csv,2024-2025,All,25.0,gameweek,matches,6634
data/2024-2025/matches/GW26/matches.csv,2024-2025,All,26.0,gameweek,matches,6222
data/2024-2025/matches/GW27/matches.csv,2024-2025,All,27.0,gameweek,matches,6212
data/2024-2025/matches/GW28/matches.csv,2024-2025,All,28.0,gameweek,matches,6198
data/2024-2025/matches/GW29/matches.csv,2024-2025,All,29.0,gameweek,matches,5793
data/2024-2025/matches/GW30/matches.csv,2024-2025,All,30.0,gameweek,matches,6212
data/2024-2025/matches/GW31/matches.csv,2024-2025,All,31.0,gameweek,matches,6200
data/2024-2025/matches/GW32/matches.csv,2024-2025,All,32.0,gameweek,matches,6201
data/2024-2025/matches/GW33/matches.csv,2024-2025,All,33.0,gameweek,matches,6199
data/2024-2025/matches/GW34/matches.csv,2024-2025,All,34.0,gameweek,matches,6216
data/2024-2025/matches/GW35/matches.csv,2024-2025,All,35.0,gameweek,matches,6190
data/2024-2025/matches/GW36/matches.csv,2024-2025,All,36.0,gameweek,matches,6207
data/2024-2025/matches/GW37/matches.csv,2024-2025,All,37.0,gameweek,matches,6197
data/2024-2025/matches/GW38/matches.csv,2024-2025,All,38.0,gameweek,matches,6107
data/2024-2025/matches/matches.csv,2024-2025,All,,season,matches,163575
data/2024-2025/playermatchstats/GW1/playermatchstats.csv,2024-2025,All,1.0,gameweek,playermatchstats,53098
data/2024-2025/playermatchstats/GW2/playermatchstats.csv,2024-2025,All,2.0,gameweek,playermatchstats,53967
data/2024-2025/playermatchstats/GW3/playermatchstats.csv,2024-2025,All,3.0,gameweek,playermatchstats,52382
data/2024-2025/playermatchstats/GW4/playermatchstats.csv,2024-2025,All,4.0,gameweek,playermatchstats,53585
data/2024-2025/playermatchstats/GW5/playermatchstats.csv,2024-2025,All,5.0,gameweek,playermatchstats,52814
data/2024-2025/playermatchstats/GW6/playermatchstats.csv,2024-2025,All,6.0,gameweek,playermatchstats,52250
data/2024-2025/playermatchstats/GW7/playermatchstats.csv,2024-2025,All,7.0,gameweek,playermatchstats,52787
data/2024-2025/playermatchstats/GW8/playermatchstats.csv,2024-2025,All,8.0,gameweek,playermatchstats,52829
data/2024-2025/playermatchstats/GW9/playermatchstats.csv,2024-2025,All,9.0,gameweek,playermatchstats,52640
data/2024-2025/playermatchstats/GW10/playermatchstats.csv,2024-2025,All,10.0,gameweek,playermatchstats,51929
data/2024-2025/playermatchstats/GW11/playermatchstats.csv,2024-2025,All,11.0,gameweek,playermatchstats,51480
data/2024-2025/playermatchstats/GW12/playermatchstats.csv,2024-2025,All,12.0,gameweek,playermatchstats,52666
data/2024-2025/playermatchstats/GW13/playermatchstats.csv,2024-2025,All,13.0,gameweek,playermatchstats,53601
data/2024-2025/playermatchstats/GW14/playermatchstats.csv,2024-2025,All,14.0,gameweek,playermatchstats,53171
data/2024-2025/playermatchstats/GW15/playermatchstats.csv,2024-2025,All,15.0,gameweek,playermatchstats,52850
data/2024-2025/playermatchstats/GW16/playermatchstats.csv,2024-2025,All,16.0,gameweek,playermatchstats,52017
data/2024-2025/playermatchstats/GW17/playermatchstats.csv,2024-2025,All,17.0,gameweek,playermatchstats,52439
data/2024-2025/playermatchstats/GW18/playermatchstats.csv,2024-2025,All,18.0,gameweek,playermatchstats,52694
data/2024-2025/playermatchstats/GW19/playermatchstats.csv,2024-2025,All,19.0,gameweek,playermatchstats,52930
data/2024-2025/playermatchstats/GW20/playermatchstats.csv,2024-2025,All,20.0,gameweek,playermatchstats,50937
data/2024-2025/playermatchstats/GW21/playermatchstats.csv,2024-2025,All,21.0,gameweek,playermatchstats,51338
data/2024-2025/playermatchstats/GW22/playermatchstats.csv,2024-2025,All,22.0,gameweek,playermatchstats,51839
data/2024-2025/playermatchstats/GW23/playermatchstats.csv,2024-2025,All,23.0,gameweek,playermatchstats,51933
data/2024-2025/playermatchstats/GW24/playermatchstats.csv,2024-2025,All,24.0,gameweek,playermatchstats,51948
data/2024-2025/playermatchstats/GW25/playermatchstats.csv,2024-2025,All,25.0,gameweek,playermatchstats,57701
data/2024-2025/playermatchstats/GW26/playermatchstats.csv,2024-2025,All,26.0,gameweek,playermatchstats,52254
data/2024-2025/playermatchstats/GW27/playermatchstats.csv,2024-2025,All,27.0,gameweek,playermatchstats,52760
data/2024-2025/playermatchstats/GW28/playermatchstats.csv,2024-2025,All,28.0,gameweek,playermatchstats,52391
data/2024-2025/playermatchstats/GW29/playermatchstats.csv,2024-2025,All,29.0,gameweek,playermatchstats,48348
data/2024-2025/playermatchstats/GW30/playermatchstats.csv,2024-2025,All,30.0,gameweek,playermatchstats,52989
data/2024-2025/playermatchstats/GW31/playermatchstats.csv,2024-2025,All,31.0,gameweek,playermatchstats,53665
data/2024-2025/playermatchstats/GW32/playermatchstats.csv,2024-2025,All,32.0,gameweek,playermatchstats,52765
data/2024-2025/playermatchstats/GW33/playermatchstats.csv,2024-2025,All,33.0,gameweek,playermatchstats,54258
data/2024-2025/playermatchstats/GW34/playermatchstats.csv,2024-2025,All,34.0,gameweek,playermatchstats,52430
data/2024-2025/playermatchstats/GW35/playermatchstats.csv,2024-2025,All,35.0,gameweek,playermatchstats,52999
data/2024-2025/playermatchstats/GW36/playermatchstats.csv,2024-2025,All,36.0,gameweek,playermatchstats,52723
data/2024-2025/playermatchstats/GW37/playermatchstats.csv,2024-2025,All,37.0,gameweek,playermatchstats,53448
data/2024-2025/playermatchstats/GW38/playermatchstats.csv,2024-2025,All,38.0,gameweek,playermatchstats,53300
data/2024-2025/playermatchstats/playermatchstats.csv,2024-2025,All,,season,playermatchstats,1903185
data/2024-2025/players/players.csv,2024-2025,All,,season,players,39340
data/2024-2025/playerstats/playerstats.csv,2024-2025,All,,season,playerstats,5723303
data/2024-2025/teams/teams.csv,2024-2025,All,,season,teams,1363
data/2025-2026/By Gameweek/GW1/average_positions.csv,2025-2026,All,1.0,gameweek,average_positions,21962
data/2025-2026/By Gameweek/GW2/average_positions.csv,2025-2026,All,2.0,gameweek,average_positions,27198
data/2025-2026/By Gameweek/GW3/average_positions.csv,2025-2026,All,3.0,gameweek,average_positions,39326
data/2025-2026/By Gameweek/GW4/average_positions.csv,2025-2026,All,4.0,gameweek,average_positions,39615
data/2025-2026/By Gameweek/GW5/average_positions.csv,2025-2026,All,5.0,gameweek,average_positions,36784
data/2025-2026/By Gameweek/GW6/average_positions.csv,2025-2026,All,6.0,gameweek,average_positions,52614
data/2025-2026/By Gameweek/GW7/average_positions.csv,2025-2026,All,7.0,gameweek,average_positions,22834
data/2025-2026/By Gameweek/GW8/average_positions.csv,2025-2026,All,8.0,gameweek,average_positions,37779
data/2025-2026/By Gameweek/GW9/average_positions.csv,2025-2026,All,9.0,gameweek,average_positions,36911
data/2025-2026/By Gameweek/GW10/average_positions.csv,2025-2026,All,10.0,gameweek,average_positions,45737
data/2025-2026/By Gameweek/GW11/average_positions.csv,2025-2026,All,11.0,gameweek,average_positions,22274
data/2025-2026/By Gameweek/GW12/average_positions.csv,2025-2026,All,12.0,gameweek,average_positions,42687
data/2025-2026/By Gameweek/GW13/average_positions.csv,2025-2026,All,13.0,gameweek,average_positions,22296
data/2025-2026/By Gameweek/GW14/average_positions.csv,2025-2026,All,14.0,gameweek,average_positions,22339
data/2025-2026/By Gameweek/GW15/average_positions.csv,2025-2026,All,15.0,gameweek,average_positions,40130
data/2025-2026/By Gameweek/GW16/average_positions.csv,2025-2026,All,16.0,gameweek,average_positions,28862
data/2025-2026/By Gameweek/GW17/average_positions.csv,2025-2026,All,17.0,gameweek,average_positions,23845
data/2025-2026/By Gameweek/GW18/average_positions.csv,2025-2026,All,18.0,gameweek,average_positions,21542
data/2025-2026/By Gameweek/GW19/average_positions.csv,2025-2026,All,19.0,gameweek,average_positions,21536
data/2025-2026/By Gameweek/GW20/average_positions.csv,2025-2026,All,20.0,gameweek,average_positions,21846
data/2025-2026/By Gameweek/GW21/average_positions.csv,2025-2026,All,21.0,gameweek,average_positions,21561
data/2025-2026/By Gameweek/GW22/average_positions.csv,2025-2026,All,22.0,gameweek,average_positions,25911
data/2025-2026/By Gameweek/GW23/average_positions.csv,2025-2026,All,23.0,gameweek,average_positions,41458
data/2025-2026/By Gameweek/GW24/average_positions.csv,2025-2026,All,24.0,gameweek,average_positions,42527
data/2025-2026/By Gameweek/GW25/average_positions.csv,2025-2026,All,25.0,gameweek,average_positions,26556
data/2025-2026/By Gameweek/GW26/average_positions.csv,2025-2026,All,26.0,gameweek,average_positions,24201
data/2025-2026/By Gameweek/GW27/average_positions.csv,2025-2026,All,27.0,gameweek,average_positions,21606
data/2025-2026/By Gameweek/GW28/average_positions.csv,2025-2026,All,28.0,gameweek,average_positions,22102
data/2025-2026/By Gameweek/GW29/average_positions.csv,2025-2026,All,29.0,gameweek,average_positions,22395
data/2025-2026/By Gameweek/GW30/average_positions.csv,2025-2026,All,30.0,gameweek,average_positions,31855
data/2025-2026/By Gameweek/GW31/average_positions.csv,2025-2026,All,31.0,gameweek,average_positions,17642
data/2025-2026/By Gameweek/GW32/average_positions.csv,2025-2026,All,32.0,gameweek,average_positions,22154
data/2025-2026/By Gameweek/GW33/average_positions.csv,2025-2026,All,33.0,gameweek,average_positions,28882
data/2025-2026/By Gameweek/GW34/average_positions.csv,2025-2026,All,34.0,gameweek,average_positions,14984
data/2025-2026/By Gameweek/GW35/average_positions.csv,2025-2026,All,35.0,gameweek,average_positions,22161
data/2025-2026/By Gameweek/GW36/average_positions.csv,2025-2026,All,36.0,gameweek,average_positions,26501
data/2025-2026/By Gameweek/GW37/average_positions.csv,2025-2026,All,37.0,gameweek,average_positions,22471
data/2025-2026/By Gameweek/GW38/average_positions.csv,2025-2026,All,38.0,gameweek,average_positions,22961
data/2025-2026/By Gameweek/GW1/fixtures.csv,2025-2026,All,1.0,gameweek,fixtures,7926
data/2025-2026/By Gameweek/GW2/fixtures.csv,2025-2026,All,2.0,gameweek,fixtures,9066
data/2025-2026/By Gameweek/GW3/fixtures.csv,2025-2026,All,3.0,gameweek,fixtures,11951
data/2025-2026/By Gameweek/GW4/fixtures.csv,2025-2026,All,4.0,gameweek,fixtures,11975
data/2025-2026/By Gameweek/GW5/fixtures.csv,2025-2026,All,5.0,gameweek,fixtures,11392
data/2025-2026/By Gameweek/GW6/fixtures.csv,2025-2026,All,6.0,gameweek,fixtures,15532
data/2025-2026/By Gameweek/GW7/fixtures.csv,2025-2026,All,7.0,gameweek,fixtures,7927
data/2025-2026/By Gameweek/GW8/fixtures.csv,2025-2026,All,8.0,gameweek,fixtures,11469
data/2025-2026/By Gameweek/GW9/fixtures.csv,2025-2026,All,9.0,gameweek,fixtures,11439
data/2025-2026/By Gameweek/GW10/fixtures.csv,2025-2026,All,10.0,gameweek,fixtures,13884
data/2025-2026/By Gameweek/GW11/fixtures.csv,2025-2026,All,11.0,gameweek,fixtures,7931
data/2025-2026/By Gameweek/GW12/fixtures.csv,2025-2026,All,12.0,gameweek,fixtures,13312
data/2025-2026/By Gameweek/GW13/fixtures.csv,2025-2026,All,13.0,gameweek,fixtures,7941
data/2025-2026/By Gameweek/GW14/fixtures.csv,2025-2026,All,14.0,gameweek,fixtures,7948
data/2025-2026/By Gameweek/GW15/fixtures.csv,2025-2026,All,15.0,gameweek,fixtures,12682
data/2025-2026/By Gameweek/GW16/fixtures.csv,2025-2026,All,16.0,gameweek,fixtures,10264
data/2025-2026/By Gameweek/GW17/fixtures.csv,2025-2026,All,17.0,gameweek,fixtures,8519
data/2025-2026/By Gameweek/GW18/fixtures.csv,2025-2026,All,18.0,gameweek,fixtures,7935
data/2025-2026/By Gameweek/GW19/fixtures.csv,2025-2026,All,19.0,gameweek,fixtures,7945
data/2025-2026/By Gameweek/GW20/fixtures.csv,2025-2026,All,20.0,gameweek,fixtures,7926
data/2025-2026/By Gameweek/GW21/fixtures.csv,2025-2026,All,21.0,gameweek,fixtures,7939
data/2025-2026/By Gameweek/GW22/fixtures.csv,2025-2026,All,22.0,gameweek,fixtures,9117
data/2025-2026/By Gameweek/GW23/fixtures.csv,2025-2026,All,23.0,gameweek,fixtures,12691
data/2025-2026/By Gameweek/GW24/fixtures.csv,2025-2026,All,24.0,gameweek,fixtures,12732
data/2025-2026/By Gameweek/GW25/fixtures.csv,2025-2026,All,25.0,gameweek,fixtures,9124
data/2025-2026/By Gameweek/GW26/fixtures.csv,2025-2026,All,26.0,gameweek,fixtures,8558
data/2025-2026/By Gameweek/GW27/fixtures.csv,2025-2026,All,27.0,gameweek,fixtures,9672
data/2025-2026/By Gameweek/GW28/fixtures.csv,2025-2026,All,28.0,gameweek,fixtures,9683
data/2025-2026/By Gameweek/GW29/fixtures.csv,2025-2026,All,29.0,gameweek,fixtures,7923
data/2025-2026/By Gameweek/GW30/fixtures.csv,2025-2026,All,30.0,gameweek,fixtures,13141
data/2025-2026/By Gameweek/GW31/fixtures.csv,2025-2026,All,31.0,gameweek,fixtures,11853
data/2025-2026/By Gameweek/GW32/fixtures.csv,2025-2026,All,32.0,gameweek,fixtures,12064
data/2025-2026/By Gameweek/GW33/fixtures.csv,2025-2026,All,33.0,gameweek,fixtures,12797
data/2025-2026/By Gameweek/GW34/fixtures.csv,2025-2026,All,34.0,gameweek,fixtures,6133
data/2025-2026/By Gameweek/GW35/fixtures.csv,2025-2026,All,35.0,gameweek,fixtures,9668
data/2025-2026/By Gameweek/GW36/fixtures.csv,2025-2026,All,36.0,gameweek,fixtures,10298
data/2025-2026/By Gameweek/GW37/fixtures.csv,2025-2026,All,37.0,gameweek,fixtures,7947
data/2025-2026/By Gameweek/GW38/fixtures.csv,2025-2026,All,38.0,gameweek,fixtures,8506
data/2025-2026/gameweek_summaries.csv,2025-2026,All,,season,gameweek_summaries,18922
data/2025-2026/By Gameweek/GW1/incidents.csv,2025-2026,All,1.0,gameweek,incidents,15520
data/2025-2026/By Gameweek/GW2/incidents.csv,2025-2026,All,2.0,gameweek,incidents,21046
data/2025-2026/By Gameweek/GW3/incidents.csv,2025-2026,All,3.0,gameweek,incidents,26521
data/2025-2026/By Gameweek/GW4/incidents.csv,2025-2026,All,4.0,gameweek,incidents,28220
data/2025-2026/By Gameweek/GW5/incidents.csv,2025-2026,All,5.0,gameweek,incidents,25855
data/2025-2026/By Gameweek/GW6/incidents.csv,2025-2026,All,6.0,gameweek,incidents,40113
data/2025-2026/By Gameweek/GW7/incidents.csv,2025-2026,All,7.0,gameweek,incidents,17617
data/2025-2026/By Gameweek/GW8/incidents.csv,2025-2026,All,8.0,gameweek,incidents,26915
data/2025-2026/By Gameweek/GW9/incidents.csv,2025-2026,All,9.0,gameweek,incidents,26958
data/2025-2026/By Gameweek/GW10/incidents.csv,2025-2026,All,10.0,gameweek,incidents,33608
data/2025-2026/By Gameweek/GW11/incidents.csv,2025-2026,All,11.0,gameweek,incidents,18183
data/2025-2026/By Gameweek/GW12/incidents.csv,2025-2026,All,12.0,gameweek,incidents,32727
data/2025-2026/By Gameweek/GW13/incidents.csv,2025-2026,All,13.0,gameweek,incidents,15054
data/2025-2026/By Gameweek/GW14/incidents.csv,2025-2026,All,14.0,gameweek,incidents,13957
data/2025-2026/By Gameweek/GW15/incidents.csv,2025-2026,All,15.0,gameweek,incidents,24500
data/2025-2026/By Gameweek/GW16/incidents.csv,2025-2026,All,16.0,gameweek,incidents,17800
data/2025-2026/By Gameweek/GW17/incidents.csv,2025-2026,All,17.0,gameweek,incidents,15595
data/2025-2026/By Gameweek/GW18/incidents.csv,2025-2026,All,18.0,gameweek,incidents,12160
data/2025-2026/By Gameweek/GW19/incidents.csv,2025-2026,All,19.0,gameweek,incidents,12234
data/2025-2026/By Gameweek/GW20/incidents.csv,2025-2026,All,20.0,gameweek,incidents,13065
data/2025-2026/By Gameweek/GW21/incidents.csv,2025-2026,All,21.0,gameweek,incidents,13986
data/2025-2026/By Gameweek/GW22/incidents.csv,2025-2026,All,22.0,gameweek,incidents,15865
data/2025-2026/By Gameweek/GW23/incidents.csv,2025-2026,All,23.0,gameweek,incidents,23792
data/2025-2026/By Gameweek/GW24/incidents.csv,2025-2026,All,24.0,gameweek,incidents,24846
data/2025-2026/By Gameweek/GW25/incidents.csv,2025-2026,All,25.0,gameweek,incidents,16524
data/2025-2026/By Gameweek/GW26/incidents.csv,2025-2026,All,26.0,gameweek,incidents,14341
data/2025-2026/By Gameweek/GW27/incidents.csv,2025-2026,All,27.0,gameweek,incidents,12933
data/2025-2026/By Gameweek/GW28/incidents.csv,2025-2026,All,28.0,gameweek,incidents,15398
data/2025-2026/By Gameweek/GW29/incidents.csv,2025-2026,All,29.0,gameweek,incidents,14706
data/2025-2026/By Gameweek/GW30/incidents.csv,2025-2026,All,30.0,gameweek,incidents,19757
data/2025-2026/By Gameweek/GW31/incidents.csv,2025-2026,All,31.0,gameweek,incidents,11685
data/2025-2026/By Gameweek/GW32/incidents.csv,2025-2026,All,32.0,gameweek,incidents,16980
data/2025-2026/By Gameweek/GW33/incidents.csv,2025-2026,All,33.0,gameweek,incidents,21389
data/2025-2026/By Gameweek/GW34/incidents.csv,2025-2026,All,34.0,gameweek,incidents,12462
data/2025-2026/By Gameweek/GW35/incidents.csv,2025-2026,All,35.0,gameweek,incidents,18670
data/2025-2026/By Gameweek/GW36/incidents.csv,2025-2026,All,36.0,gameweek,incidents,19926
data/2025-2026/By Gameweek/GW37/incidents.csv,2025-2026,All,37.0,gameweek,incidents,17910
data/2025-2026/By Gameweek/GW38/incidents.csv,2025-2026,All,38.0,gameweek,incidents,17656
data/2025-2026/By Gameweek/GW1/lineups.csv,2025-2026,All,1.0,gameweek,lineups,36489
data/2025-2026/By Gameweek/GW2/lineups.csv,2025-2026,All,2.0,gameweek,lineups,43666
data/2025-2026/By Gameweek/GW3/lineups.csv,2025-2026,All,3.0,gameweek,lineups,63026
data/2025-2026/By Gameweek/GW4/lineups.csv,2025-2026,All,4.0,gameweek,lineups,65129
data/2025-2026/By Gameweek/GW5/lineups.csv,2025-2026,All,5.0,gameweek,lineups,58681
data/2025-2026/By Gameweek/GW6/lineups.csv,2025-2026,All,6.0,gameweek,lineups,83839
data/2025-2026/By Gameweek/GW7/lineups.csv,2025-2026,All,7.0,gameweek,lineups,36567
data/2025-2026/By Gameweek/GW8/lineups.csv,2025-2026,All,8.0,gameweek,lineups,62196
data/2025-2026/By Gameweek/GW9/lineups.csv,2025-2026,All,9.0,gameweek,lineups,58752
data/2025-2026/By Gameweek/GW10/lineups.csv,2025-2026,All,10.0,gameweek,lineups,74969
data/2025-2026/By Gameweek/GW11/lineups.csv,2025-2026,All,11.0,gameweek,lineups,36565
data/2025-2026/By Gameweek/GW12/lineups.csv,2025-2026,All,12.0,gameweek,lineups,71066
data/2025-2026/By Gameweek/GW13/lineups.csv,2025-2026,All,13.0,gameweek,lineups,36698
data/2025-2026/By Gameweek/GW14/lineups.csv,2025-2026,All,14.0,gameweek,lineups,36547
data/2025-2026/By Gameweek/GW15/lineups.csv,2025-2026,All,15.0,gameweek,lineups,65718
data/2025-2026/By Gameweek/GW16/lineups.csv,2025-2026,All,16.0,gameweek,lineups,47278
data/2025-2026/By Gameweek/GW17/lineups.csv,2025-2026,All,17.0,gameweek,lineups,40167
data/2025-2026/By Gameweek/GW18/lineups.csv,2025-2026,All,18.0,gameweek,lineups,36570
data/2025-2026/By Gameweek/GW19/lineups.csv,2025-2026,All,19.0,gameweek,lineups,36600
data/2025-2026/By Gameweek/GW20/lineups.csv,2025-2026,All,20.0,gameweek,lineups,36598
data/2025-2026/By Gameweek/GW21/lineups.csv,2025-2026,All,21.0,gameweek,lineups,36719
data/2025-2026/By Gameweek/GW22/lineups.csv,2025-2026,All,22.0,gameweek,lineups,43800
data/2025-2026/By Gameweek/GW23/lineups.csv,2025-2026,All,23.0,gameweek,lineups,69903
data/2025-2026/By Gameweek/GW24/lineups.csv,2025-2026,All,24.0,gameweek,lineups,69992
data/2025-2026/By Gameweek/GW25/lineups.csv,2025-2026,All,25.0,gameweek,lineups,43898
data/2025-2026/By Gameweek/GW26/lineups.csv,2025-2026,All,26.0,gameweek,lineups,40555
data/2025-2026/By Gameweek/GW27/lineups.csv,2025-2026,All,27.0,gameweek,lineups,36659
data/2025-2026/By Gameweek/GW28/lineups.csv,2025-2026,All,28.0,gameweek,lineups,36648
data/2025-2026/By Gameweek/GW29/lineups.csv,2025-2026,All,29.0,gameweek,lineups,36643
data/2025-2026/By Gameweek/GW30/lineups.csv,2025-2026,All,30.0,gameweek,lineups,53946
data/2025-2026/By Gameweek/GW31/lineups.csv,2025-2026,All,31.0,gameweek,lineups,29075
data/2025-2026/By Gameweek/GW32/lineups.csv,2025-2026,All,32.0,gameweek,lineups,35013
data/2025-2026/By Gameweek/GW33/lineups.csv,2025-2026,All,33.0,gameweek,lineups,46143
data/2025-2026/By Gameweek/GW34/lineups.csv,2025-2026,All,34.0,gameweek,lineups,25731
data/2025-2026/By Gameweek/GW35/lineups.csv,2025-2026,All,35.0,gameweek,lineups,36694
data/2025-2026/By Gameweek/GW36/lineups.csv,2025-2026,All,36.0,gameweek,lineups,44741
data/2025-2026/By Gameweek/GW37/lineups.csv,2025-2026,All,37.0,gameweek,lineups,36729
data/2025-2026/By Gameweek/GW38/lineups.csv,2025-2026,All,38.0,gameweek,lineups,36637
data/2025-2026/By Gameweek/GW1/match_enrichment.csv,2025-2026,All,1.0,gameweek,match_enrichment,1210
data/2025-2026/By Gameweek/GW2/match_enrichment.csv,2025-2026,All,2.0,gameweek,match_enrichment,1355
data/2025-2026/By Gameweek/GW3/match_enrichment.csv,2025-2026,All,3.0,gameweek,match_enrichment,1763
data/2025-2026/By Gameweek/GW4/match_enrichment.csv,2025-2026,All,4.0,gameweek,match_enrichment,1763
data/2025-2026/By Gameweek/GW5/match_enrichment.csv,2025-2026,All,5.0,gameweek,match_enrichment,1666
data/2025-2026/By Gameweek/GW6/match_enrichment.csv,2025-2026,All,6.0,gameweek,match_enrichment,2162
data/2025-2026/By Gameweek/GW7/match_enrichment.csv,2025-2026,All,7.0,gameweek,match_enrichment,1208
data/2025-2026/By Gameweek/GW8/match_enrichment.csv,2025-2026,All,8.0,gameweek,match_enrichment,1702
data/2025-2026/By Gameweek/GW9/match_enrichment.csv,2025-2026,All,9.0,gameweek,match_enrichment,1667
data/2025-2026/By Gameweek/GW10/match_enrichment.csv,2025-2026,All,10.0,gameweek,match_enrichment,1969
data/2025-2026/By Gameweek/GW11/match_enrichment.csv,2025-2026,All,11.0,gameweek,match_enrichment,1210
data/2025-2026/By Gameweek/GW12/match_enrichment.csv,2025-2026,All,12.0,gameweek,match_enrichment,1884
data/2025-2026/By Gameweek/GW13/match_enrichment.csv,2025-2026,All,13.0,gameweek,match_enrichment,1188
data/2025-2026/By Gameweek/GW14/match_enrichment.csv,2025-2026,All,14.0,gameweek,match_enrichment,1190
data/2025-2026/By Gameweek/GW15/match_enrichment.csv,2025-2026,All,15.0,gameweek,match_enrichment,1757
data/2025-2026/By Gameweek/GW16/match_enrichment.csv,2025-2026,All,16.0,gameweek,match_enrichment,1407
data/2025-2026/By Gameweek/GW17/match_enrichment.csv,2025-2026,All,17.0,gameweek,match_enrichment,1262
data/2025-2026/By Gameweek/GW18/match_enrichment.csv,2025-2026,All,18.0,gameweek,match_enrichment,1189
data/2025-2026/By Gameweek/GW19/match_enrichment.csv,2025-2026,All,19.0,gameweek,match_enrichment,1191
data/2025-2026/By Gameweek/GW20/match_enrichment.csv,2025-2026,All,20.0,gameweek,match_enrichment,1182
data/2025-2026/By Gameweek/GW21/match_enrichment.csv,2025-2026,All,21.0,gameweek,match_enrichment,1191
data/2025-2026/By Gameweek/GW22/match_enrichment.csv,2025-2026,All,22.0,gameweek,match_enrichment,1337
data/2025-2026/By Gameweek/GW23/match_enrichment.csv,2025-2026,All,23.0,gameweek,match_enrichment,1840
data/2025-2026/By Gameweek/GW24/match_enrichment.csv,2025-2026,All,24.0,gameweek,match_enrichment,1856
data/2025-2026/By Gameweek/GW25/match_enrichment.csv,2025-2026,All,25.0,gameweek,match_enrichment,1334
data/2025-2026/By Gameweek/GW26/match_enrichment.csv,2025-2026,All,26.0,gameweek,match_enrichment,1288
data/2025-2026/By Gameweek/GW27/match_enrichment.csv,2025-2026,All,27.0,gameweek,match_enrichment,1189
data/2025-2026/By Gameweek/GW28/match_enrichment.csv,2025-2026,All,28.0,gameweek,match_enrichment,1190
data/2025-2026/By Gameweek/GW29/match_enrichment.csv,2025-2026,All,29.0,gameweek,match_enrichment,1190
data/2025-2026/By Gameweek/GW30/match_enrichment.csv,2025-2026,All,30.0,gameweek,match_enrichment,1528
data/2025-2026/By Gameweek/GW31/match_enrichment.csv,2025-2026,All,31.0,gameweek,match_enrichment,992
data/2025-2026/By Gameweek/GW32/match_enrichment.csv,2025-2026,All,32.0,gameweek,match_enrichment,1207
data/2025-2026/By Gameweek/GW33/match_enrichment.csv,2025-2026,All,33.0,gameweek,match_enrichment,1494
data/2025-2026/By Gameweek/GW34/match_enrichment.csv,2025-2026,All,34.0,gameweek,match_enrichment,1030
data/2025-2026/By Gameweek/GW35/match_enrichment.csv,2025-2026,All,35.0,gameweek,match_enrichment,1332
data/2025-2026/By Gameweek/GW36/match_enrichment.csv,2025-2026,All,36.0,gameweek,match_enrichment,1526
data/2025-2026/By Gameweek/GW37/match_enrichment.csv,2025-2026,All,37.0,gameweek,match_enrichment,1330
data/2025-2026/By Gameweek/GW38/match_enrichment.csv,2025-2026,All,38.0,gameweek,match_enrichment,1370
data/2025-2026/By Gameweek/GW1/matches.csv,2025-2026,All,1.0,gameweek,matches,7926
